sample_id	haplogroup
111-1917-5626	N9a1
111-1917-5633	N9a1
111-1917-5657	Y1c2
111-1917-5671	D5a2a1c
111-1917-5688	D4g
111-1917-5695	D4k1
111-1917-5718	B5b1e1^
111-1917-5725	D4b2b2a
111-1917-5749	G1a1a
111-1917-5763	A18
111-1917-5770	D4a
111-1917-5787	F4a2b1
111-1917-5800	D4
111-1917-5831	N9a3
111-1917-5848	C7
111-1917-5855	D4g2c
111-1917-5862	R9b1a2a4b
111-1917-5879	N9a4b1
111-1917-5886	G2a101d"
111-1917-5893	F1a1d
111-1917-5916	F1c1a1
111-1917-5923	A5b1h
111-1917-5930	D5a2a1
111-1917-5947	B5a2a1
111-1917-5954	M10a1f
111-1917-5961	B4c1b2c2c
111-1917-5985	C4a1a2
111-1917-6005	B5a1a4
111-1917-6029	N9a9
111-1917-6036	M12a1a1b4
111-1917-6067	F2e2
111-1917-6074	D5a2a1a'j
111-1917-6081	M11c3
111-1917-6104	D5a2a1a'j
111-1917-6111	F1f
111-1917-6128	Y1b1
111-1917-6159	D4y6
111-1917-6166	M10a1a1b
111-1917-6173	B4a1c1a1b
111-1917-6197	M9a1a1c1a
111-1917-6203	D4g2a1
111-1917-6210	A15c
111-1917-6227	A13b
111-1917-6234	N11a1a
111-1917-6241	M9a1a1
111-1917-6258	G2a1
111-1917-6265	F2n1
111-1917-6289	D4ar
111-1917-6296	M10a1a1b
111-1917-6319	B5b2a
111-1917-6326	D4j8
111-1917-6371	U5a1c2a3b2
111-1917-6395	R11b7
111-1917-6401	C7h
111-1917-6418	M7b1a1b
111-1917-6425	M7b1a1a3a
111-1917-6449	D4a
111-1917-6456	B5a2a1a
111-1917-6463	M7b1a1e2b1
111-1917-6470	M9a1a
111-1917-6487	D5a2a1b10
111-1917-6517	M7c2b
111-1917-6548	N9a1
111-1917-6555	F1a1a7
111-1917-6562	B4c2c
111-1917-6579	B4h1
111-1917-6609	F1a4a2a
111-1917-6616	D5a2a1+16266
111-1917-6623	M7a1a
111-1917-6647	F1f
111-1917-6654	D5c1a3
111-1917-6661	D4a1e1^
111-1917-6678	N9a16^
111-1917-6685	C4d
111-1917-6692	B5a1c4a2
111-1917-6708	D4j2'18'32
111-1917-6715	N9a1
111-1917-6722	D4b2b
111-1917-6739	M9a1b2
111-1917-6746	F1a1c2^
111-1917-6760	C4a2c5
111-1917-6777	F2e2b
111-1917-6784	M7c1a4a1
111-1917-6791	B4h1a
111-1917-6807	D4b2b2b'e
111-1917-6814	H1b1a
111-1917-6821	M7b1a1h1
111-1917-6869	D4b2b2b'e
111-1917-6876	F1d5
111-1917-6883	F3b3
111-1917-6890	F1a1c
111-1917-6913	D4k
111-1917-6937	N9a1
111-1917-6944	M7c1a1a
111-1917-6951	B4a1f
111-1917-6968	C7a24
111-1917-6982	D4j11
111-1917-7019	B4c1b2c2
111-1917-7026	M7b1a1ac1
111-1917-7033	B4c1b2a4
111-1917-7040	B4g1a
111-1917-7057	B4c1a2
111-1917-7088	D4a1e
111-1917-7095	D5b1b
111-1917-7101	M71a1a^
111-1917-7125	B4a2
111-1917-7156	B4a1c4
111-1917-7170	D4e1
111-1917-7187	D5a2a
111-1917-7194	D5b1b1
111-1917-7217	R9b1e+151
111-1917-7262	F1c1a1e
111-1917-7279	Z3d
111-1917-7293	D4a7b1
111-1917-7309	Z3f
111-1917-7316	C7a1
111-1917-7330	F1a1n1b
111-1917-7347	F1e3
111-1917-7361	N9a9
111-1917-7392	D4
111-1917-7422	C4a2a1c
111-1917-7439	G2a6
111-1917-7446	F1a1c
111-1917-7453	D4l1a
111-1917-7484	Z3c
111-1917-7491	M7b1a1bao"
111-1917-7514	G3a1^
111-1917-7521	D4a
111-1917-7538	D4a1e
111-1917-7545	B4a4d1
111-1917-7576	M8a3a1
111-1917-7583	D4k
111-1917-7620	D4v2
111-1917-7637	D4d
111-1917-7651	M7b1a1e1b
111-1917-7668	B5b1c10'11'15
111-1917-7675	A5c
111-1917-7682	F1b1a1
111-1917-7705	D4e2
111-1917-7712	D5b1b5
111-1917-7729	B4a1c4
111-1917-7750	M7b1a1f2
111-1917-7767	D4a10
111-1917-7774	A14n1
111-1917-7781	B5b2a2
111-1917-7804	D4b2b+194
111-1917-7811	M7a1a7
111-1917-7828	M71a1
111-1917-7835	M7b1a1ai^
111-1917-7842	M7b1a1a3e1
111-1917-7859	Z3e3
111-1917-7873	M7b1a1bao"
111-1917-7897	D4
111-1917-7903	M10a1f'g'h'i
111-1917-7910	D5a2a1b111"
111-1917-7927	G2a12
111-1917-7934	D4v2
111-1917-7958	D4b2b5b^
111-1917-7965	D4
111-1917-7989	A
111-1917-7996	A15a6^
111-1917-8016	D4j16a
111-1917-8047	D5c1b
111-1917-8061	M9a1a1c1b1a
111-1917-8085	D4i
111-1917-8092	B4a4d
111-1917-8108	D4b2b
111-1917-8115	M7b1a1bao"
111-1917-8122	M7b1a1d
111-1917-8153	D5a2a1n
111-1917-8160	F1e1
111-1917-8177	B5a4b3a
111-1917-8184	B5b1b3a
111-1917-8191	M9a4a1
111-1917-8207	G2a6
111-1917-8221	G1a1a5
111-1917-8238	B5a1c
111-1917-8245	B5a1c1a
111-1917-8252	B6a2
111-1917-8269	D4b2e
111-1917-8276	N9a1
111-1917-8306	B4c1b2a1
111-1917-8313	F1a1a3a
111-1917-8320	M7b1a1bao"
111-1917-8337	F1a1a13b
111-1917-8368	T1a1bu
111-1917-8382	G1c
111-1917-8399	C7a1c
111-1917-8405	M71a1a4
111-1917-8412	D4
111-1917-8429	D5b1c2a
111-1917-8436	D4b2b2a2
111-1917-8443	B4g1a
111-1917-8467	F3a1d2^
111-1917-8474	D5b1d
111-1917-8481	G1a1a
111-1917-8504	D4a
111-1917-8535	A15c
111-1917-8542	Z4d
111-1917-8559	B5b2j
111-1917-8566	B4c1b1b
111-1917-8580	D4y6
111-1917-8610	C4a1a2
111-1917-8627	M10a1f'g'h'i
111-1917-8634	G2a1
111-1917-8658	D4h1b
111-1917-8689	D4b2b2
111-1917-8696	D5b3
111-1917-8702	D4b1b2'4
111-1917-8733	B5a1g2a
111-1917-8771	A15a
111-1917-8788	M8a3
111-1917-8795	B4d5^
111-1917-8801	A
111-1917-8818	N9a10e2
111-1917-8832	M7b1a1a3e2
111-1917-8849	B4a1c
111-1917-8856	F4a1b
111-1917-8863	Z3d1
111-1917-8870	B5a1d^
111-1917-8887	Z3c
111-1917-8894	N9a10e
111-1917-8900	F1d5
111-1917-8924	M10a1a2
111-1917-8931	D4g2b1
111-1917-8955	Y1c1a
111-1917-8962	G1a
111-1917-8986	D5a2a1c
111-1917-8993	F4a1a1'3+709
111-1917-9006	C7a1c
111-1917-9020	M10a1a1a
111-1917-9051	D4h4
111-1917-9075	D4a3b2a
111-1917-9112	F2d2
111-1917-9167	D4b2b5b^
111-1917-9174	F1a1a+16108
111-1917-9181	M7b1a1x1
111-1917-9198	D5b1c1a^+16092
111-1917-9204	Z3c
111-1917-9228	B4k
111-1917-9235	B4c1b2c1b^
111-1917-9266	M10a1a1^
111-1917-9273	F1a1j1
111-1917-9297	D5b
111-1917-9303	F1g1
111-1917-9310	D4a3b2a
111-1917-9327	M7c1a7a
111-1917-9334	A5a12
111-1917-9341	D4w1d
111-1917-9358	M7c1c2ap"
111-1917-9365	D4b2b18
111-1917-9389	B4h2b
111-1917-9396	D4b2b2
111-1917-9419	D5a2a1b111"
111-1917-9426	D5b1c
111-1917-9433	D4
111-1917-9440	B4b1a2
111-1917-9464	A38
111-1917-9471	G3a1'2'4'5
111-1917-9495	F1a1a42
111-1917-9518	D4j3e
111-1917-9532	F1
111-1917-9549	B4d1d+207
111-1917-9556	F2an+16304"
111-1917-9570	D4y
111-1917-9587	Z3e
111-1917-9594	F2a
111-1917-9600	D4b2b+194
111-1917-9617	G3a2
111-1917-9631	R9b1e+151
111-1917-9648	C7a1c
111-1917-9679	D4b2b5b^
111-1917-9686	C7a1
111-1917-9693	M11b1a1
111-1917-9709	F1a1c2^
111-1917-9723	D4b2b
111-1917-9730	F2c1e
111-1917-9747	B4m1a
111-1917-9761	F1a1d
111-1917-9778	Z3
111-1917-9792	M8a2j
111-1917-9815	M7b1a1f5
111-1917-9822	B4c1b2c2
111-1917-9839	G2a6
111-1917-9846	M7c1a
111-1917-9853	B4c1c3a
111-1917-9877	N9a3
111-1917-9884	D4e5a
111-1917-9907	D4a7
111-1917-9914	F4a1a1
111-1917-9921	A51a
111-1917-9945	M7c1b4
111-1917-9969	D5a2a1+16266
111-1917-9976	G1a1a'b'c'e
111-1917-9983	D4g2a1
111-1918-0019	F1g
111-1918-0026	A15c1'3
111-1918-0033	G2a1s2
111-1918-0040	Z3j
111-1918-0057	G2a1
111-1918-0064	R9b1a2a4b
111-1918-0071	D4e4a2
111-1918-0088	D4aa1
111-1918-0101	D4j
111-1918-0118	B5a1c1a1f
111-1918-0125	R9b2
111-1918-0132	G2b1b^
111-1918-0149	D4b2b+194
111-1918-0156	F2b1b
111-1918-0163	D5c1b
111-1918-0170	A17
111-1918-0187	F1a1c2^
111-1918-0194	G2a101d"
111-1918-0224	B4a1c5b
111-1918-0248	F1a1k1
111-1918-0255	B4a2b1
111-1918-0279	M7b1a1bao"
111-1918-0286	N9a1a
111-1918-0293	M7c1b
111-1918-0309	A14n6
111-1918-0316	D4a1b
111-1918-0323	D5a2a1r
111-1918-0347	B4c1b2a4d1
111-1918-0378	D5b1c
111-1918-0408	A14
111-1918-0415	N9a10e
111-1918-0439	M7b1a1t
111-1918-0446	M74a1
111-1918-0453	M10a1a1b5
111-1918-0460	R9b1b
111-1918-0477	F1a1c2^
111-1918-0491	F2a13
111-1918-0507	B5b1d
111-1918-0514	M7b1a1s
111-1918-0521	D4e1a
111-1918-0538	D4a3a
111-1918-0545	M9a1a1c1a
111-1918-0576	D5a2a1b1
111-1918-0590	M7b1a1c
111-1918-0620	F2d1a
111-1918-0644	M8a2a1f
111-1918-0651	B4c1a3
111-1918-0668	C4a2
111-1918-0675	F1f
111-1918-0682	D4b2b6c
111-1918-0699	B5a1c1a
111-1918-0705	M8a2b
111-1918-0712	F1a1d4
111-1918-0729	G2a6
111-1918-0736	B5b2
111-1918-0750	M8a
111-1918-0767	B5b1b3a
111-1918-0774	F1c1a1e
111-1918-0781	A51
111-1918-0798	F1a1d
111-1918-0804	M7b1a1ac
111-1918-0811	Z3f2
111-1918-0828	B4b1a3a
111-1918-0842	B4c1b2c2c
111-1918-0866	M7a1a
111-1918-0873	N9a8
111-1918-0897	A5b1h'm
111-1918-0927	B4d1a
111-1918-0934	B4d1a
111-1918-0941	D5a2a
111-1918-0958	F1a1c2^
111-1918-0965	B4a1c5b
111-1918-0972	M10a1f
111-1918-0989	D4b2i
111-1918-0996	B4a1c1a
111-1918-1023	N9a4b1
111-1918-1030	F1c1a2
111-1918-1054	F2b1g
111-1918-1061	A11
111-1918-1078	B5a2b1b
111-1918-1085	B5b1e1^
111-1918-1092	M7c1b2b3
111-1918-1108	N9a1j
111-1918-1115	C7a1
111-1918-1122	D4a
111-1918-1139	B5a1a
111-1918-1160	D4a5
111-1918-1184	D5a2a1+16266
111-1918-1191	M7b1a1ag
111-1918-1207	A11
111-1918-1214	F1c1a1
111-1918-1238	M8a3a1
111-1918-1245	D5a3
111-1918-1252	D4b2b8a
111-1918-1269	D5a2a1+16266
111-1918-1276	D5b1b
111-1918-1283	N9a13
111-1918-1290	B4c1a1
111-1918-1306	B4d9
111-1918-1313	N9a9e
111-1918-1337	M10a1a1
111-1918-1351	C7a1c
111-1918-1375	F1a4b
111-1918-1382	M7b1a1bao"
111-1918-1399	B4b1c1
111-1918-1405	D5c1a3
111-1918-1412	G2a4d
111-1918-1436	Z3f
111-1918-1443	D5a2a1+16266
111-1918-1467	D4j23b
111-1918-1481	G2g
111-1918-1504	D4
111-1918-1511	F1a5b
111-1918-1528	B4c1b2c2b
111-1918-1535	D5b5
111-1918-1559	A
111-1918-1566	B4a5'10'11
111-1918-1573	B5a1a4
111-1918-1580	M10a1h
111-1918-1597	Z4a
111-1918-1603	D4g2a1
111-1918-1627	F1a1c
111-1918-1634	M74a2
111-1918-1665	M7b1a1a3a
111-1918-1689	G1a
111-1918-1696	N9a4b1
111-1918-1702	D5b1
111-1918-1719	B4b1a2a2
111-1918-1757	D4e1f^
111-1918-1764	D5a
111-1918-1771	M7c1a7
111-1918-1795	F2n'a1
111-1918-1818	F1a1c2^
111-1918-1825	D4h1b
111-1918-1849	D4j3
111-1918-1863	M8a2b
111-1918-1870	C5d4
111-1918-1887	F1b1ak"
111-1918-1894	Z3d1
111-1918-1917	D4b2b6'22
111-1918-1924	B4a4e
111-1918-1948	Z3c
111-1918-1993	F2a1a2
111-1918-2013	D5a2a1a'j
111-1918-2044	C5a1h
111-1918-2051	A
111-1918-2068	D5c1a3
111-1918-2075	B4c1a3
111-1918-2082	D5a2a1+16266
111-1918-2099	Z
111-1918-2105	F1b1k
111-1918-2112	D4j
111-1918-2143	A15a'e
111-1918-2150	F1c1a1i+709
111-1918-2167	D4j3
111-1918-2174	B4a1c1a1b
111-1918-2181	M7b1a1y'z'aa
111-1918-2211	D5a2a1+16266
111-1918-2228	A15a6^
111-1918-2235	C7h
111-1918-2242	G2b2d3
111-1918-2259	D4y
111-1918-2266	R9b1g
111-1918-2280	M7c1a7a
111-1918-2297	A5b1h'm
111-1918-2310	M11b1a2
111-1918-2327	B4d1d+207
111-1918-2341	M7b1a1q
111-1918-2358	F3a1
111-1918-2365	C4a2a1
111-1918-2389	D4b2b10
111-1918-2396	F1a1b^
111-1918-2402	Z4a
111-1918-2426	Z3a'h
111-1918-2440	D4a3a1
111-1918-2488	M7b1a1k
111-1918-2495	D4b2a2a1a
111-1918-2501	D4q
111-1918-2549	N9a3d
111-1918-2556	G2a1d2
111-1918-2563	F1f
111-1918-2570	B4c1b2c2b
111-1918-2587	A17h
111-1918-2600	M7b1a1h
111-1918-2624	Z4d
111-1918-2655	D4b2b4
111-1918-2662	M7c1b1
111-1918-2679	M7b1a1b
111-1918-2693	A
111-1918-2709	D5c1a
111-1918-2723	M7b1a1y'z'aa
111-1918-2730	M8a3b4
111-1918-2747	F1a1c
111-1918-2778	D4b2
111-1918-2785	C4a2a1
111-1918-2792	D6c
111-1918-2808	D5a2a1+16266
111-1918-2815	B6a1c
111-1918-2822	F1a3b
111-1918-2853	F1a1c
111-1918-2860	M8a2b
111-1918-2877	B5a2a1a
111-1918-2891	D4e3
111-1918-2907	G1c
111-1918-2921	B5b1e1^
111-1918-2945	B4c1a3
111-1918-2952	A14n
111-1918-2976	M8a2a1f1
111-1918-2983	F1a1d
111-1918-2990	M11b1
111-1918-3003	M75
111-1918-3027	A5a12
111-1918-3034	G1
111-1918-3041	F2d
111-1918-3058	Y1a17'18
111-1918-3065	F3a4
111-1918-3072	F2a1b5a
111-1918-3089	F2g1
111-1918-3096	M7b1a1b8
111-1918-3102	B4a4b^
111-1918-3119	F2a'b'g
111-1918-3126	F1a1a+16108
111-1918-3133	B5b2
111-1918-3140	B4h1a2
111-1918-3157	M8a
111-1918-3164	R11b1a1
111-1918-3188	F2i
111-1918-3218	M7b1a1f
111-1918-3225	B5b1d
111-1918-3232	D4a1e
111-1918-3249	M7b1a1f8
111-1918-3256	D4b2b
111-1918-3263	B4k
111-1918-3287	M8a2
111-1918-3300	B5a2a2
111-1918-3317	N9a8
111-1918-3348	A15a
111-1918-3355	F1a1c2^
111-1918-3362	D4f1
111-1918-3379	C7a1c
111-1918-3386	B4c1b2c2a
111-1918-3393	B4a1c1a
111-1918-3409	F1a1
111-1918-3416	R9b1
111-1918-3423	R11b1a1
111-1918-3447	B5b1d
111-1918-3454	B4c1b2a4
111-1918-3461	F1e3e
111-1918-3478	M7b1a1a3a
111-1918-3485	B4a4^
111-1918-3492	D5a2a1+16266
111-1918-3508	A39'50
111-1918-3522	D4q18"
111-1918-3546	F1a1n3a
111-1918-3553	B4a
111-1918-3560	D4a3b
111-1918-3584	M8a2a1f1
111-1918-3591	D4aa
111-1918-3614	A33
111-1918-3621	D4a5
111-1918-3638	Z3c2
111-1918-3669	R11e
111-1918-3690	F3a1e
111-1918-3706	G2a10a
111-1918-3713	M11b1a1
111-1918-3737	M9a1a1
111-1918-3751	D5b3
111-1918-3768	F1a1d
111-1918-3775	B5a1d^
111-1918-3799	B4b1a4b
111-1918-3836	D4a
111-1918-3843	C7a1c
111-1918-3850	G3a2
111-1918-3867	D4j3
111-1918-3874	D6c
111-1918-3881	B4e2
111-1918-3898	M10a1a1b5
111-1918-3904	D4a
111-1918-3911	D4a7^
111-1918-3928	D4b2e
111-1918-3935	B4c1a3
111-1918-3959	M8a3b4a
111-1918-3966	A14n'o
111-1918-3973	G2a2a
111-1918-3997	Z4a1a2
111-1918-4000	D5a1
111-1918-4017	B5a1c4a
111-1918-4024	D4v1
111-1918-4048	H41a
111-1918-4055	Z3j1a
111-1918-4062	G2a1b
111-1918-4086	M7c1f
111-1918-4093	A44a
111-1918-4130	B4c1b2c2b
111-1918-4147	B4b1a2a2a1
111-1918-4178	D5a2a1a^
111-1918-4185	D4b2b5b^
111-1918-4192	D4a1e
111-1918-4215	F2d2
111-1918-4246	D4j12a
111-1918-4253	B4i2
111-1918-4260	R9b1b
111-1918-4284	D4a7^
111-1918-4291	H2a1a20a
111-1918-4314	M7b1a1h5
111-1918-4321	B4c1c1
111-1918-4338	C4a1a9
111-1918-4345	Z4a
111-1918-4352	A5a
111-1918-4369	D4b2i
111-1918-4376	G2a6a
111-1918-4406	G2a1
111-1918-4413	D5c1a3
111-1918-4451	N9a2
111-1918-4468	B4c1b1
111-1918-4475	M7b1a1s
111-1918-4482	Z3d1
111-1918-4499	N9a3
111-1918-4529	M74a1
111-1918-4536	M7b1a1a3a
111-1918-4550	M10b1
111-1918-4574	M9a1a1c1a
111-1918-4581	F1b1c1b
111-1918-4604	A15a
111-1918-4628	D4a
111-1918-4635	M8a2
111-1918-4642	G2a4
111-1918-4659	F1a1a+16108+150
111-1918-4666	D4h3b
111-1918-4673	C7a1
111-1918-4697	M10a1a1b
111-1918-4703	C5d1
111-1918-4727	M7c1c2ap^"
111-1918-4734	G3a2
111-1918-4758	R11a1b
111-1918-4765	M9a1a2^
111-1918-4772	D4a3a
111-1918-4796	F3b1
111-1918-4802	F1a1c
111-1918-4819	D4c1b1
111-1918-4826	N1a3a
111-1918-4833	D4b2b6c
111-1918-4840	M7b1a1d2a
111-1918-4864	N9a1
111-1918-4871	F2a13
111-1918-4888	G2a
111-1918-4901	B4h5
111-1918-4918	D4b1b1
111-1918-4932	M7b1a1f
111-1918-4956	A5b1h
111-1918-4963	M8a3a1
111-1918-4970	G1c
111-1918-4994	B4a4d1
111-1918-5014	D4a3b2
111-1918-5021	M9a1a1c1a
111-1918-5038	B4a1f
111-1918-5045	G2a1s3
111-1918-5052	B4m2
111-1918-5076	B4a1
111-1918-5083	A14n1
111-1918-5090	G2b2
111-1918-5106	B5a2a1a
111-1918-5113	A6
111-1918-5120	C7a19
111-1918-5137	B4a2
111-1918-5144	F1a1d
111-1918-5168	B5a1a4
111-1918-5205	Z4a
111-1918-5212	M7c1b2b
111-1918-5229	A44a
111-1918-5236	D5c1a+185
111-1918-5243	B4c1a1a1a
111-1918-5250	A15a'e
111-1918-5267	B4a11
111-1918-5274	B4m1a
111-1918-5281	B4d1f'g
111-1918-5298	B4b1a2
111-1918-5335	M11b1a2
111-1918-5342	G1c2
111-1918-5359	B4c1b2a
111-1918-5366	M7c1a5+150
111-1918-5380	D4g2a1f
111-1918-5397	Z4a
111-1918-5403	M7b1a1a3e2
111-1918-5410	M7b1a1a3a
111-1918-5427	B4a4d2
111-1918-5434	F1b1ak"
111-1918-5441	U5a2b40a
111-1918-5472	D4q18"
111-1918-5489	D4j18
111-1918-5502	D4w1a
111-1918-5519	B5a1j1
111-1918-5526	D5a3b
111-1918-5533	D5a2a1r
111-1918-5540	F1g1b
111-1918-5571	M7b1a1p1
111-1918-5588	A14n'o
111-1918-5595	Z4d
111-1918-5618	B4c1b2a
111-1918-5625	J1b1a1
111-1918-5632	B4h5
111-1918-5656	D4b2b5b^
111-1918-5663	G1a1a'b'c'e
111-1918-5670	F1a1d
111-1918-5694	B4m2a
111-1918-5700	F2a2
111-1918-5717	F1b1ak"
111-1918-5731	B5b2c'f'g'h'i
111-1918-5755	F1a1a7
111-1918-5762	M7c1b2b1
111-1918-5779	D4a9a
111-1918-5809	C4a1a2b
111-1918-5816	A38
111-1918-5823	M7b1a1ai^
111-1918-5830	B4a4^
111-1918-5847	F1e3b
111-1918-5854	R11b1a1
111-1918-5861	D5a2a1b11^
111-1918-5878	A19
111-1918-5885	D4e1a3
111-1918-5892	G2a7
111-1918-5908	A17
111-1918-5915	D4a6
111-1918-5922	D5a2a
111-1918-5939	M8a2j
111-1918-5946	D5b1h
111-1918-5953	B4d1a
111-1918-5960	M8a3
111-1918-5977	M7b1a1bao"
111-1918-5991	B4a4bi"
111-1918-6011	D5a2a1b111"
111-1918-6028	B5a1j1a
111-1918-6035	D4j15g^
111-1918-6042	Z3a'h
111-1918-6059	D4b2b2e
111-1918-6066	F1a1c
111-1918-6080	F2a1a1
111-1918-6097	F1g
111-1918-6110	B5a1j1a
111-1918-6127	B4d1f'g
111-1918-6134	N9a9e
111-1918-6158	G2a2
111-1918-6172	M8a3a
111-1918-6189	F1a1d
111-1918-6202	F3a1b
111-1918-6219	B4h5
111-1918-6226	Z3
111-1918-6271	B5a2a1a
111-1918-6288	R9b1g'a3
111-1918-6318	M8a2
111-1918-6349	M9a1a1c1a
111-1918-6356	D5b1d
111-1918-6363	F1a1j1
111-1918-6370	B4b1c2g
111-1918-6387	B5b2a
111-1918-6394	Z3d
111-1918-6400	F1a1a3
111-1918-6417	D4q18"
111-1918-6431	F1a1a13
111-1918-6448	B4a1c1a1b
111-1918-6455	Z3c
111-1918-6462	M7c1c2ap^"
111-1918-6493	D4a3b
111-1918-6516	B6
111-1918-6530	B4b1a2a3^
111-1918-6547	M7b1a1a3a
111-1918-6561	D4k1
111-1918-6585	D4a1e
111-1918-6608	D4a3b2a1
111-1918-6615	B4b1a2e2
111-1918-6622	D4i7
111-1918-6639	E2a3
111-1918-6646	M10a1a3
111-1918-6653	Z
111-1918-6660	D5a3b
111-1918-6677	F1f1
111-1918-6684	Z3c2
111-1918-6691	F1a1a3
111-1918-6714	F1d6^
111-1918-6721	A25
111-1918-6738	M9a1a1b
111-1918-6745	M7c2a6
111-1918-6752	H5b7b
111-1918-6776	A14n2
111-1918-6783	D5b1
111-1918-6790	A14n5
111-1918-6806	M7a1a5a
111-1918-6813	A14n
111-1918-6837	B5a1c4a
111-1918-6844	F1a5b
111-1918-6851	B4d3'5'8
111-1918-6868	T1a1hi
111-1918-6875	B4a1c1a
111-1918-6899	B4k
111-1918-6905	D4a1q
111-1918-6929	N9a10e
111-1918-6936	D4a6
111-1918-6943	Y1b1
111-1918-6967	B4b1c2
111-1918-6974	B4b1c1d
111-1918-6981	F1a1a43a
111-1918-6998	M7a1a7
111-1918-7001	B4b1a1a
111-1918-7018	M10a1a1
111-1918-7032	D5a2a1+16266
111-1918-7056	B4c1b2a3
111-1918-7063	B4c1b2b1
111-1918-7070	B4g1
111-1918-7087	D4g2b1
111-1918-7100	A51a
111-1918-7117	U5a1d2b
111-1918-7124	F1g
111-1918-7131	N10b
111-1918-7148	H7b
111-1918-7179	F1a1b2
111-1918-7193	M7c1a7
111-1918-7209	M8a3a
111-1918-7230	G3a1^
111-1918-7247	B5b1a
111-1918-7254	B4i1a
111-1918-7278	U2e2a1m^
111-1918-7285	D5a2a1+16266
111-1918-7292	N10a2a
111-1918-7308	M7c1a4a1
111-1918-7315	B5b7
111-1918-7322	B4c1b2a1c
111-1918-7339	B4a4^
111-1918-7346	F3a1b1
111-1918-7353	M12b1b^
111-1918-7360	M7c1c2ap"
111-1918-7377	D4b2b6c
111-1918-7384	G2a1d2
111-1918-7391	B4i1a1
111-1918-7445	M7c1a
111-1918-7469	C7a1c3
111-1918-7476	G2g
111-1918-7483	D4j23
111-1918-7506	F2h
111-1918-7520	Y1a17'18
111-1918-7537	M13a2a4
111-1918-7544	D5b1b2
111-1918-7568	M8a2b
111-1918-7575	Z3c
111-1918-7605	F2a1a
111-1918-7636	A6
111-1918-7643	M8a2b
111-1918-7650	B4m1a
111-1918-7667	D4y
111-1918-7674	F2a1a2
111-1918-7681	D4b2b6c
111-1918-7698	B5a1c1
111-1918-7704	A17c1
111-1918-7711	M7b1
111-1918-7728	N9a10g
111-1918-7735	M7c1b3a
111-1918-7742	B4c1b2d
111-1918-7759	G2a1y
111-1918-7766	M74a2
111-1918-7780	D5a2a1+16266
111-1918-7810	B4c1b2c2a3
111-1918-7827	M7c1a2a
111-1918-7834	G2a6
111-1918-7841	A15a
111-1918-7858	B5a1a
111-1918-7872	D4j3
111-1918-7889	F4a2d
111-1918-7896	B5b1a1
111-1918-7919	D5b1
111-1918-7926	M7c1a4a1
111-1918-7940	B4c1a3
111-1918-7964	D5a2a1b1a
111-1918-7971	D5a2a2
111-1918-7988	B4c1b2c2c
111-1918-7995	D6a1a
111-1918-8008	J1b1a1
111-1918-8022	D4e1f^
111-1918-8039	B4c1b2c
111-1918-8053	D4e3
111-1918-8060	D4g2b1a^
111-1918-8084	A13
111-1918-8091	G1c1b
111-1918-8114	B4c1b
111-1918-8121	D4j15
111-1918-8145	D5a2a1+16266
111-1918-8152	D4b1a2b
111-1918-8183	R9b1b
111-1918-8190	M8a2a1f2^^
111-1918-8206	F1b1c
111-1918-8237	D4
111-1918-8244	G2a1d2
111-1918-8251	D4b2b2b
111-1918-8268	F1a1a40a
111-1918-8275	F1a1a30
111-1918-8282	D4a3b2
111-1918-8299	D4x2
111-1918-8305	D4g2a1e1a
111-1918-8329	M7b1a1s
111-1918-8336	B4c2+16235
111-1918-8343	D4b1a3a1
111-1918-8350	G1c2
111-1918-8367	D4e1a3
111-1918-8398	D5a2a2
111-1918-8404	B4b1a2a
111-1918-8411	F1c1a1
111-1918-8428	M10a1a3
111-1918-8435	D4a7^
111-1918-8442	G2a1f
111-1918-8459	M7b1a1b
111-1918-8466	C4a2a1
111-1918-8473	B5b1e1^
111-1918-8480	B5b1
111-1918-8497	B5a1b1
111-1918-8503	C7a1
111-1918-8527	C7a1
111-1918-8534	N9a1
111-1918-8541	D4c1a^
111-1918-8558	D4b2b2a
111-1918-8572	F3a1d1
111-1918-8589	G1c
111-1918-8596	M10a1a3a
111-1918-8602	F1g1b
111-1918-8619	M7c1c2a
111-1918-8626	D5b1b2
111-1918-8633	D5a2a2c
111-1918-8657	D4j3b2
111-1918-8664	D4h1c^
111-1918-8688	D5a3a1a^
111-1918-8695	B5a1c1a1f
111-1918-8701	G1c2
111-1918-8725	Z
111-1918-8749	D4
111-1918-8756	F2i
111-1918-8763	F1a5f1
111-1918-8787	D4a7b1a
111-1918-8794	D4a9
111-1918-8800	D4b2b
111-1918-8817	A5b1d
111-1918-8824	H13a1d
111-1918-8831	D4a3b2
111-1918-8848	F2d
111-1918-8855	D5a2a
111-1918-8879	N9a1
111-1918-8886	D4j3a
111-1918-8893	B4c1b2a2c2
111-1918-8909	M7c1f2
111-1918-8923	N9a1
111-1918-8930	Z4a1a
111-1918-8947	M7b1a1e1
111-1918-8961	D5b1c1
111-1918-8978	F1a'f+185
111-1918-8985	F1a1d
111-1918-8992	B4c1b2a4
111-1918-9012	D4b2b
111-1918-9029	B4a4d1
111-1918-9043	N9a1
111-1918-9067	M74a2
111-1918-9098	D5b3
111-1918-9104	B4c1b2a4b
111-1918-9111	G1
111-1918-9135	D4a3b2
111-1918-9142	H6a1b
111-1918-9166	D4j8
111-1918-9180	Z4a
