SampleID	Haplogroup
OL634156	A
OL634432	A
OL634434	A
OL634455	A
OL634457	A
OL634501	A
OL634504	A
OL634436	A
OL634679	A
KC504291	A
OL633132	A
111-1925-9593	A
111-1941-7672	A
YHC02279	A
YHC02705	A
111-1914-7654	A
111-1918-4093	A
111-1930-7133	A
YHC02412	A
YHC06162	A
YHC07306	A
YHC07561	A
111-1942-8838	A
111-1939-2580	A
YHC05328	A
YHC06088	A
YHC02504	A
YHC03372	A
YHC06556	A
111-1920-0649	A
111-1910-3315	A
YHC02565	A
YHC04153	A
YHC06211	A
YHC07601	A
111-1937-0717	A
111-1934-7368	A
YHC01279	A
YHC02420	A
YHC04415	A
YHC05115	A
YHC06373	A
YHC07091	A
YHC07790	A
YHC01996	A
YHC04508	A
YHC00273	A
YHC02099	A
YHC06110	A
YHC06153	A
YHC06242	A
YHC06360	A
YHC06748	A
YHC00317	A
YHC06159	A
111-1912-7946	A
YHC00279	A
YHC02203	A
YHC02552	A
YHC01974	A
YHC06021	A
YHC07269	A
YHC02882	A
YHC06916	A
YHC07480	A
YHC07574	A
111-1924-8870	A
YHC02153	A
YHC07360	A
YHC00917	A
YHC05568	A
111-1901-6769	A
111-1933-5877	A
YHC03734	A
YHC01890	A
YHC02294	A
YHC04500	A
YHC05466	A
YHC03747	A
YHC01550	A
YHC06339	A
YHC02455	A
YHC06473	A
YHC02696	A
YHC06426	A
YHC07705	A
YHC01535	A
YHC07208	A
YHC03121	A
YHC02964	A
YHC00044	A
YHC02178	A
YHC03534	A
YHC06941	A
YHC00076	A
YHC01795	A
YHC03608	A
YHC06777	A
YHC05908	A
YHC02560	A
YHC01423	A
111-1927-2844	A
YHC05547	A
YHC05640	A
YHC04445	A
YHC03156	A
YHC02444	A
YHC05504	A
YHC00927	A
YHC01705	A
YHC04151	A
111-1922-3273	A
111-1928-1532	A
111-1930-5399	A
111-1931-9839	A
YHC07853	A
YHC06072	A
FJ748724	A
YHC03885	A
YHC03353	A
YHC07050	A
111-1912-2682	A
YHC03818	A
YHC04435	A
YHC04779	A
YHC02047	A
YHC00611	A
YHC07098	A
YHC01454	A
YHC02130	A
YHC04286	A
YHC02990	A
YHC02524	A
YHC02834	A
111-1919-3651	A
111-1934-3957	A
111-1936-7830	A
111-1940-4368	A
YHC01046	A
YHC02337	A
YHC02929	A
YHC04099	A
YHC04527	A
YHC04022	A
YHC03790	A
YHC03993	A
YHC02005	A
YHC02983	A
YHC05797	A
YHC05934	A
YHC03374	A
YHC04017	A
YHC05551	A
YHC00207	A
YHC00912	A
YHC05063	A
YHC02568	A
YHC02685	A
YHC03150	A
YHC03998	A
YHC07505	A
YHC01511	A
YHC04874	A
YHC00143	A
YHC06250	A
YHC05036	A
YHC03042	A
YHC03183	A
YHC03457	A
YHC04680	A
YHC06878	A
YHC01544	A
111-1925-5151	A
111-1921-7913	A
YHC01980	A
YHC05861	A
YHC01893	A
YHC05957	A
YHC07409	A
YHC03686	A
YHC07854	A
YHC03571	A
YHC00109	A
YHC06725	A
YHC06798	A
YHC04410	A
YHC02707	A
YHC03163	A
YHC01518	A
YHC06997	A
YHC03195	A
YHC04380	A
YHC02333	A
YHC03041	A
YHC02452	A
YHC05226	A
YHC03524	A
YHC03947	A
YHC01037	A
YHC02185	A
YHC03767	A
YHC05835	A
YHC04244	A
YHC01052	A
YHC03612	A
YHC06317	A
YHC01998	A
YHC01044	A
YHC03930	A
YHC03045	A
YHC04135	A
YHC06265	A
YHC05292	A
YHC02267	A
YHC04570	A
YHC05130	A
YHC06278	A
YHC03210	A
YHC07495	A
YHC03994	A
YHC05264	A
YHC05637	A
YHC06014	A
YHC06143	A
YHC05982	A
YHC06238	A
YHC07031	A
YHC04866	A
YHC05398	A
YHC05798	A
YHC01317	A
YHC06165	A
YHC02599	A
YHC05944	A
YHC06249	A
YHC06274	A
YHC04754	A
YHC06641	A
YHC00867	A
YHC03560	A
YHC06174	A
YHC07114	A
YHC07885	A
YHC00621	A
YHC02510	A
YHC05269	A
YHC04684	A
YHC04834	A
111-1920-7273	A+152
HLM186	A+152
111-1943-1975	A+152
111-1913-8287	A+152
111-1924-8535	A+152
111-1926-3804	A+152
111-1932-4765	A+152
2BT20080100090	A+152
AY255144	A+152
111-1943-2590	A+152
111-1922-4799	A+152
111-1925-1320	A+152
111-1912-2491	A+152
111-1914-4400	A+152
111-1917-8801	A+152
111-1925-1542	A+152
111-1927-0802	A+152
111-1929-7106	A+152
OL634002	A+152
OL634010	A+152
GSRD018835A00_BB0_01	A+152
111-1921-3571	A+152
111-1924-3158	A+152
111-1911-0924	A+152
111-1927-4695	A+152
111-1911-0689	A+152
111-1923-8697	A+152
OL633054	A+152
111-1937-2872	A+152
111-1928-3796	A+152
111-1937-4647	A+152
111-1940-1923	A+152
111-1913-5491	A+152
111-1922-1521	A+152
111-1940-3187	A+152
OL633080	A+152
OL633679	A+152
KX456634	A+152
111-1920-5453	A+152
OL633358	A+152
OL634371	A+152
KP346690	A+152
KP346693	A+152
KP346143	A+152
KP346665	A+152
KP346666	A+152
KP346139	A+152
111-1925-9609	A+152
111-1919-3026	A+152
OL632692	A+152
OL633421	A+152
111-1919-2036	A+152
111-1911-9361	A+152
111-1916-3197	A+152
111-1936-0596	A+152
111-1940-2432	A+152
111-1936-5232	A+152
111-1920-8041	A+152
111-1911-6971	A+152
111-1910-8280	A+152+16362
111-1925-3386	A+152+16362
111-1925-8909	A+152+16362
111-1926-3361	A+152+16362
111-1930-8284	A+152+16362
111-1932-1061	A+152+16362
111-1936-9520	A+152+16362
OL632347	A+152+16362
OL634216	A+152+16362
OL634222	A+152+16362
OL634350	A+152+16362
OL634623	A+152+16362
KT213832	A+152+16362
KT213837	A+152+16362
KT213845	A+152+16362
KT213848	A+152+16362
KT213851	A+152+16362
KT213855	A+152+16362
KT213861	A+152+16362
KT213862	A+152+16362
KT213865	A+152+16362
KT213866	A+152+16362
KT213874	A+152+16362
KT213884	A+152+16362
KT213888	A+152+16362
KT213891	A+152+16362
KT213896	A+152+16362
KT213898	A+152+16362
KT213904	A+152+16362
KT213905	A+152+16362
KT213906	A+152+16362
KT213911	A+152+16362
KT213915	A+152+16362
KT213923	A+152+16362
KT213927	A+152+16362
KT213934	A+152+16362
KT213938	A+152+16362
KT213950	A+152+16362
KT213956	A+152+16362
KT213978	A+152+16362
KT213980	A+152+16362
KT213986	A+152+16362
KT214006	A+152+16362
KT214013	A+152+16362
KT214021	A+152+16362
KT214036	A+152+16362
KT214046	A+152+16362
KT214066	A+152+16362
KT214072	A+152+16362
KT214076	A+152+16362
KT214077	A+152+16362
KT214081	A+152+16362
KT214087	A+152+16362
KT214093	A+152+16362
KT214106	A+152+16362
KT214108	A+152+16362
KT214113	A+152+16362
KT214116	A+152+16362
KT214117	A+152+16362
KT214118	A+152+16362
KT214120	A+152+16362
KT214122	A+152+16362
KT214123	A+152+16362
KT214125	A+152+16362
KT214134	A+152+16362
KT214140	A+152+16362
KT214141	A+152+16362
KT214142	A+152+16362
KT214147	A+152+16362
KT214149	A+152+16362
KT214151	A+152+16362
KT214157	A+152+16362
KT214158	A+152+16362
KT214160	A+152+16362
KT214161	A+152+16362
KT214162	A+152+16362
KT214171	A+152+16362
KT214173	A+152+16362
KT214174	A+152+16362
KT214178	A+152+16362
KT214179	A+152+16362
KT214180	A+152+16362
KT214181	A+152+16362
KT214183	A+152+16362
KT214184	A+152+16362
KT214186	A+152+16362
KT214188	A+152+16362
KT214192	A+152+16362
KT214199	A+152+16362
KT214207	A+152+16362
KT214208	A+152+16362
KT214213	A+152+16362
KT214214	A+152+16362
KT214221	A+152+16362
KT214223	A+152+16362
KT214225	A+152+16362
KT214227	A+152+16362
KT214228	A+152+16362
KT214229	A+152+16362
KT214237	A+152+16362
KT214238	A+152+16362
KT214244	A+152+16362
KT214247	A+152+16362
KT214254	A+152+16362
KT214258	A+152+16362
KT214261	A+152+16362
KT214263	A+152+16362
KT214266	A+152+16362
KT214267	A+152+16362
KT214268	A+152+16362
KT214269	A+152+16362
KT214275	A+152+16362
KT214280	A+152+16362
KT214283	A+152+16362
KT214290	A+152+16362
KT214293	A+152+16362
KT214294	A+152+16362
KT214295	A+152+16362
KT214300	A+152+16362
KT214304	A+152+16362
KT214306	A+152+16362
KT214314	A+152+16362
KT214318	A+152+16362
KT214319	A+152+16362
111-1906-5521	A+152+16362
111-1936-9179	A+152+16362
111-1946-7929	A+152+16362
111-1905-4082	A+152+16362
111-1911-7015	A+152+16362
111-1933-4641	A+152+16362
111-1939-2849	A+152+16362
111-1912-2262	A+152+16362
OL632624	A+152+16362
OL632636	A+152+16362
OL632535	A+152+16362
111-1923-6860	A+152+16362
111-1931-6326	A+152+16362
111-1931-9549	A+152+16362
111-1911-5219	A+152+16362
111-1918-1559	A+152+16362
111-1923-8062	A+152+16362
111-1925-8176	A+152+16362
111-1923-4262	A+152+16362
111-1905-7083	A+152+16362
111-1906-5132	A+152+16362
111-1910-4176	A+152+16362
111-1922-3068	A+152+16362
111-1940-4252	A+152+16362
111-1934-4282	A+152+16362
111-1937-4777	A+152+16362
111-1938-2369	A+152+16362
111-1914-4868	A+152+16362
111-1924-6302	A+152+16362
111-1939-5543	A+152+16362
KU682951	A+152+16362
111-1414-1183	A+152+16362
111-1421-4849	A+152+16362
111-1898-3192	A+152+16362
111-1922-6342	A+152+16362
111-1923-8888	A+152+16362
111-1930-6365	A+152+16362
111-1934-2073	A+152+16362
111-1936-5454	A+152+16362
111-1944-9284	A+152+16362
111-1921-1522	A+152+16362
111-1921-6275	A+152+16362
111-1930-6747	A+152+16362
111-1720-9309	A+152+16362
111-1917-5381	A+152+16362
111-1920-8478	A+152+16362
111-1923-6730	A+152+16362
111-1925-9838	A+152+16362
111-1901-1375	A+152+16362
JF824978	A+152+16362
111-1942-7268	A+152+16362
111-1919-7086	A+152+16362
111-1918-9821	A+152+16362
111-1927-4008	A+152+16362
111-1924-6470	A+152+16362
GSRD019365A00_BB0_01	A+152+16362
111-1915-4447	A+152+16362
111-1920-5583	A+152+16362
111-1915-0777	A+152+16362
111-1916-6396	A+152+16362
111-1922-6373	A+152+16362
111-1924-3660	A+152+16362
111-1905-9285	A+152+16362
111-1920-7280	A+152+16362
111-1927-0376	A+152+16362
111-1929-9995	A+152+16362
111-1918-3508	A+152+16362
111-1922-0326	A+152+16362
111-1917-4346	A+152+16362
111-1931-2687	A+152+16362
111-1923-6273	A+152+16362
111-1940-4412	A+152+16362
111-1903-2912	A+152+16362
111-1938-0198	A+152+16362
111-1928-9057	A+152+16362
GSRD019295A00_BB0_01	A+152+16362
111-1929-4105	A+152+16362
111-1929-7649	A+152+16362
111-1922-3723	A+152+16362
111-1935-5233	A+152+16362
111-1939-7820	A+152+16362
2W351808160131	A+152+16362
111-1903-1557	A+152+16362
111-1937-4418	A+152+16362
111-1913-3435	A+152+16362
111-1924-0706	A+152+16362
111-1944-8041	A+152+16362
111-1788-5770	A+152+16362
111-1913-5460	A+152+16362
111-1914-2741	A+152+16362
KP346334	A+152+16362
111-1931-2861	A+152+16362
111-1920-7266	A+152+16362
111-1924-2465	A+152+16362
111-1911-6179	A+152+16362
111-1913-2131	A+152+16362
111-1921-7876	A+152+16362
111-1930-4880	A+152+16362
111-1931-2700	A+152+16362
111-1931-5923	A+152+16362
111-1933-5082	A+152+16362
111-1936-4426	A+152+16362
KU682973	A+152+16362
KU682988	A+152+16362
KU683494	A+152+16362
KU683587	A+152+16362
111-1945-5650	A+152+16362
GSRD019673A00_BB0_01	A+152+16362
GSRD019629A00_BB0_01	A+152+16362
111-1927-4244	A+152+16362
111-1913-0571	A+152+16362
111-1920-8102	A+152+16362
111-1926-7574	A+152+16362
111-1935-2942	A+152+16362
111-1943-6192	A+152+16362
111-1948-1987	A+152+16362
111-1915-6137	A+152+16362
111-1946-9374	A+152+16362
111-1929-4082	A+152+16362
111-1926-4993	A+152+16362
111-1930-3807	A+152+16362
111-1934-5425	A+152+16362
111-1926-8922	A+152+16362
111-1923-9502	A+152+16362
111-1926-0650	A+152+16362
111-1934-0062	A+152+16362
111-1941-9942	A+152+16362
OL632579	A+152+16362
OL632617	A+152+16362
OL632698	A+152+16362
OL633468	A+152+16362
OL633478	A+152+16362
OL633623	A+152+16362
OL633808	A+152+16362
AP013225	A+152+16362
111-1939-2429	A+152+16362
111-1912-4518	A+152+16362
111-1937-4111	A+152+16362
KU682924	A+152+16362
KU683271	A+152+16362
KU682910	A+152+16362
111-1949-0996	A+152+16362
111-1903-4367	A+152+16362
111-1922-7318	A+152+16362
111-1937-9567	A+152+16362
111-1928-8708	A+152+16362
111-1940-7956	A+152+16362
2BT20080100133	A+152+16362
111-1903-8877	A+152+16362
111-1914-1041	A+152+16362
111-1928-2201	A+152+16362
111-1917-3882	A+152+16362
OL634080	A+152+16362
111-1907-5711	A+152+16362
111-1925-2341	A+152+16362
111-1925-7827	A+152+16362
111-1929-3221	A+152+16362
52191809182126	A+152+16362
111-1944-6122	A+152+16362
111-1917-1307	A+152+16362
111-1917-1826	A+152+16362
111-1927-5036	A+152+16362
111-1938-2284	A+152+16362
111-1939-9145	A+152+16362
GSRD019143A00_BB0_01	A+152+16362
GSRD019151A00_BB0_01	A+152+16362
GSRD019554A00_BB0_01	A+152+16362
111-1946-2412	A+152+16362
111-1912-2224	A+152+16362
111-1912-9834	A+152+16362
111-1947-6297	A+152+16362
111-1927-9188	A+152+16362
OL632571	A+152+16362
OL632773	A+152+16362
111-1919-5273	A+152+16362
111-1927-0826	A+152+16362
111-1941-3902	A+152+16362
111-1918-0781	A+152+16362
111-1928-5288	A+152+16362
KT725998	A+152+16362
111-1915-2399	A+152+16362
111-1918-3614	A+152+16362
111-1929-8363	A+152+16362
111-1912-3429	A+152+16362
111-1911-2928	A+152+16362
111-1932-1290	A+152+16362
GSRD019293A00_BB0_01	A+152+16362
111-1930-0820	A+152+16362
111-1927-8075	A+152+16362
111-1916-0493	A+152+16362
111-1932-2860	A+152+16362
MT419129	A+152+16362
111-1922-3976	A+152+16362
111-1923-6075	A+152+16362
111-1925-4949	A+152+16362
111-1936-2248	A+152+16362
111-1931-0560	A+152+16362
111-1928-0313	A+152+16362
111-1907-1676	A+152+16362
111-1920-6696	A+152+16362
111-1917-3332	A+152+16362
OL634678	A+152+16362
111-1938-1409	A+152+16362
2BT20080100006	A+152+16362
GSRD018966A00_BB0_01	A+152+16362
111-1930-4255	A+152+16362
111-1930-8093	A+152+16362
111-1935-3079	A+152+16362
111-1939-0067	A+152+16362
GSRD019644A00_BB0_01	A+152+16362
111-1923-3258	A+152+16362
111-1941-9065	A+152+16362
111-1950-7922	A+152+16362
111-1931-2779	A+152+16362
111-1933-9257	A+152+16362
111-1931-2830	A+152+16362
111-1913-3084	A+152+16362
111-1917-4759	A+152+16362
111-1913-9079	A+152+16362
GQ895152	A+152+16362
111-1921-5230	A+152+16362
111-1922-0067	A+152+16362
111-1928-2638	A+152+16362
111-1932-3423	A+152+16362
111-1901-9289	A+152+16362
111-1915-0647	A+152+16362
111-1917-9921	A+152+16362
111-1935-5332	A+152+16362
111-1912-8639	A+152+16362
111-1928-4861	A+152+16362
OL634086	A+152+16362
111-1922-9558	A+152+16362
111-1933-2364	A+152+16362
111-1942-9156	A+152+16362
111-1911-6926	A+152+16362
MLT088	A+152+16362
OL632581	A+152+16362
111-1912-5867	A+152+16362
111-1940-5136	A+152+16362
111-1944-9475	A+152+16362
111-1908-3501	A+152+16362
111-1907-2819	A+152+16362
GSRD019568A00_BB0_01	A+152+16362
111-1916-1339	A+152+16362
111-1918-2051	A+152+16362
111-1921-3304	A+152+16362
111-1933-0902	A+152+16362
111-1937-8973	A+152+16362
31591810065191	A+152+16362
MH448948	A+152+16362
MT419080	A+152+16362
111-1906-9383	A+152+16362
111-1924-5077	A+152+16362
EF153784	A+152+16362
111-1926-7260	A+152+16362
GSRD019227A00_BB0_01	A+152+16362
111-1921-9849	A+152+16362
111-1925-4314	A+152+16362
111-1926-0469	A+152+16362
111-1939-4973	A+152+16362
111-1922-1323	A+152+16362
111-1920-2759	A+152+16362
111-1907-2871	A+152+16362
GSRD019906A00_BB1_01	A+152+16362
GSRD019977A00_BB1_01	A+152+16362
GSRD020037A00_BB1_01	A+152+16362
111-1920-6153	A+152+16362
111-1908-2283	A+152+16362
111-1937-1158	A+152+16362
111-1940-9844	A+152+16362
111-1912-1135	A+152+16362
111-1914-3069	A+152+16362
111-1930-7089	A+152+16362
111-1936-5577	A+152+16362
111-1936-7359	A+152+16362
111-1923-3067	A+152+16362
111-1939-5574	A+152+16362
OL633602	A+152+16362
111-1905-7540	A+152+16362
111-1921-3441	A+152+16362
111-1923-4828	A+152+16362
111-1909-0639	A+152+16362
111-1927-7849	A+152+16362
111-1943-3139	A+152+16362
KP346091	A+152+16362
KP346807	A+152+16362
111-1919-9646	A+152+16362
111-1913-5255	A+152+16362
111-1921-7517	A+152+16362
111-1922-8100	A+152+16362
111-1934-2639	A+152+16362
MT419078	A+152+16362
111-1892-2443	A+152+16362
111-1901-2907	A+152+16362
111-1927-5159	A+152+16362
111-1905-7410	A+152+16362
OL632637	A+152+16362
OL634387	A+152+16362
OL634519	A+152+16362
OL634523	A+152+16362
OL634526	A+152+16362
OL634542	A+152+16362
111-1914-6220	A+152+16362
111-1905-7458	A+152+16362
111-1917-7132	A+152+16362
111-1930-4910	A+152+16362
111-1929-9728	A+152+16362
111-1913-8966	A+152+16362
111-1928-6100	A+152+16362
111-1941-4107	A+152+16362
111-1921-8194	A+152+16362
111-1930-7270	A+152+16362
GSRD019331A00_BB0_01	A+152+16362
111-1910-6347	A+152+16362
111-1925-6783	A+152+16362
111-1930-4484	A+152+16362
TCA-172A	A+152+16362
111-1653-9353	A+152+16362
MPG-HNZ-005A	A+152+16362
111-1922-0333	A+152+16362
111-1947-6341	A+152+16362
OL634275	A+152+16362
111-1940-7420	A+152+16362
111-1919-4092	A+152+16362
111-1920-9925	A+152+16362
OL634606	A+152+16362
111-1928-9880	A+152+16362
111-1937-3435	A+152+16362
111-1904-6810	A+152+16362
111-1911-5929	A+152+16362
111-1933-2623	A+152+16362
111-1912-7731	A+152+16362
EF153791	A+152+16362
EF153814	A+152+16362
KT214082	A+152+16362
111-1926-3743	A+152+16362
111-1932-6547	A+152+16362
111-1924-9112	A+152+16362
111-1937-6788	A+152+16362
111-1940-4924	A+152+16362
111-1944-6511	A+152+16362
111-1947-6464	A+152+16362
111-1950-5898	A+152+16362
GSRD019350A00_BB0_01	A+152+16362
GSRD019749A00_BB0_01	A+152+16362
JX288788	A+152+16362
JX288792	A+152+16362
JX288797	A+152+16362
JX288817	A+152+16362
JX288849	A+152+16362
JX288860	A+152+16362
JX288873	A+152+16362
JX288910	A+152+16362
JX288934	A+152+16362
JX288940	A+152+16362
JX288947	A+152+16362
JX288971	A+152+16362
JX289028	A+152+16362
JX289043	A+152+16362
111-1916-2909	A+152+16362
111-1939-4720	A+152+16362
111-1948-5251	A+152+16362
111-1912-9797	A+152+16362
111-1926-3026	A+152+16362
OL634073	A+152+16362
111-1918-7100	A+152+16362
111-1950-0060	A+152+16362
111-1927-2790	A+152+16362
JX289001	A+152+16362
111-1922-8810	A+152+16362
111-1926-8427	A+152+16362
111-1932-5427	A+152+16362
111-1915-9930	A+152+16362
OL634141	A+152+16362
OL634289	A+152+16362
OL634336	A+152+16362
OL634426	A+152+16362
OL634715	A+152+16362
KP346847	A+152+16362
111-1920-8416	A+152+16362
OL632904	A+152+16362
OL632997	A+152+16362
OL633057	A+152+16362
OL633545	A+152+16362
OL633882	A+152+16362
OL632399	A+152+16362
OL633456	A+152+16362
OL633844	A+152+16362
OL634079	A+152+16362
KP346203	A+152+16362
MLT055	A+152+16362
OM194256	A+152+16362
KU683169	A+152+16362+16189
KU683179	A+152+16362+16189
KU683303	A+152+16362+16189
KU683411	A+152+16362+16189
MF522991	A+152+16362+16189
MF523016	A+152+16362+16189
111-1908-4942	A+152+16362+16189
111-1902-1626	A+152+16362+16189
111-1902-4672	A+152+16362+16189
EU007868	A+152+16362+16189
111-1936-2187	A+152+16362+16189
111-1929-3122	A+152+16362+16189
111-1923-9847	A+152+16362+16189
111-1920-1172	A+152+16362+16189
111-1935-3192	A+152+16362+16189
OL632573	A+152+16362+16189
OL634675	A+152+16362+16189
KU683536	A+152+16362+16189
KU683572	A+152+16362+16189
OL634110	A+152+16362+16189
OL634326	A+152+16362+16189
OL634385	A+152+16362+16189
OL634383	A+152+16362+16189
111-1907-4981	A+152+16362+200
111-1914-8057	A+152+16362+200
111-1918-2693	A+152+16362+200
111-1927-0956	A+152+16362+200
111-1928-6032	A+152+16362+200
HM036549	A+152+16362+200
SPF283	A+152+16362+200
SPM280	A+152+16362+200
OL633746	A+152+16362+200
OL634570	A+152+16362+200
MH449268	A+152+16362+200
MH449275	A+152+16362+200
111-1915-1217	A+152+16362+200
111-1920-3688	A+152+16362+200
111-1925-4000	A+152+16362+200
111-1929-4976	A+152+16362+200
111-1944-2209	A+152+16362+200
111-1914-6039	A+152+16362+200
111-1915-2610	A+152+16362+200
111-1918-9081	A+152+16362+200
111-1931-3196	A+152+16362+200
111-1917-7989	A+152+16362+200
111-1925-2310	A+152+16362+200
111-1929-2217	A+152+16362+200
111-1929-7748	A+152+16362+200
111-1935-0849	A+152+16362+200
111-1931-4759	A+152+16362+200
SPF120	A+152+16362+200
SPF128	A+152+16362+200
SPF135	A+152+16362+200
SPF164	A+152+16362+200
SPF168	A+152+16362+200
SPF169	A+152+16362+200
SPF176	A+152+16362+200
SPF198	A+152+16362+200
SPF201	A+152+16362+200
SPF206	A+152+16362+200
SPF230	A+152+16362+200
SPF357	A+152+16362+200
SPF376	A+152+16362+200
SPF389	A+152+16362+200
SPM034	A+152+16362+200
SPM074	A+152+16362+200
SPM168	A+152+16362+200
SPM171	A+152+16362+200
SPM173	A+152+16362+200
SPM177	A+152+16362+200
SPM265	A+152+16362+200
111-1916-1926	A+152+16362+200
111-1934-4732	A+152+16362+200
111-1912-0732	A+152+16362+200
111-1919-5969	A+152+16362+200
111-1923-2213	A+152+16362+200
111-1916-5368	A+152+16362+200
111-1936-7694	A+152+16362+200
111-1950-9452	A+152+16362+200
SPF078	A+152+16362+200
SPF103	A+152+16362+200
SPF264	A+152+16362+200
SPM085	A+152+16362+200
SPM103	A+152+16362+200
SPM336	A+152+16362+200
111-1913-7235	A+152+16362+200
111-1940-8168	A+152+16362+200
111-1915-9053	A+152+16362+200
111-1927-0611	A+152+16362+200
111-1949-6448	A+152+16362+200
111-1922-2573	A+152+16362+200
111-1921-3847	A+152+16362+200
111-1922-0289	A+152+16362+200
111-1933-0391	A+152+16362+200
111-1924-3431	A+152+16362+200
111-1946-5529	A+152+16362+200
SCsq0085	A+152+16362+200
111-1915-9183	A+152+16362+200
111-1948-0584	A+152+16362+200
111-1950-3016	A+152+16362+200
111-1940-7451	A+152+16362+200
111-1911-6452	A+152+16362+200
111-1910-5678	A+152+16362+200
OL632423	A+152+16362+200
OL633842	A+152+16362+200
111-1913-7167	A+152+16362+200
111-1916-3845	A+152+16362+200
111-1918-5816	A+152+16362+200
111-1937-7020	A+152+16362+200
2BT20220100048	A+152+16362+200
111-1911-4960	A+152+16362+200
111-1911-5202	A+152+16362+200
111-1933-3842	A+152+16362+200
111-1937-5729	A+152+16362+200
111-1201-7473	A+152+16362+200
111-1912-5768	A+152+16362+200
111-1940-8687	A+152+16362+200
111-1791-8324	A+152+16362+200
111-1935-3437	A+152+16362+200
2BT20220100025	A+152+16362+200
EF153819	A+152+16362+200
111-1916-7201	A+152+16362+200
111-1917-4421	A+152+16362+200
111-1939-1521	A+152+16362+200
111-1916-6990	A+152+16362+200
111-1916-8383	A+152+16362+200
111-1920-4326	A+152+16362+200
111-1930-6891	A+152+16362+200
111-1944-3749	A+152+16362+200
111-1930-2312	A+152+16362+200
111-1922-4690	A+152+16362+200
OL633624	A+152+16362+200
111-1910-1663	A+152+16362+200
111-1914-1799	A+152+16362+200
111-1933-1640	A+152+16362+200
111-1950-4914	A+152+16362+200
111-1940-1466	A+152+16362+200
111-1924-1529	A+152+16362+200
111-1931-8719	A+152+16362+200
111-1934-8884	A+152+16362+200
111-1937-9321	A+152+16362+200
111-1916-0073	A+152+16362+200
111-1938-5681	A+152+16362+200
111-1918-9210	A+152+16362+200
111-1920-2650	A+152+16362+200
111-1926-0971	A+152+16362+200
111-1925-6592	A+152+16362+200
GSRD019476A00_BB0_01	A+152+16362+200
GSRD019592A00_BB0_01	A+152+16362+200
GSRD019596A00_BB0_01	A+152+16362+200
111-1921-8620	A+152+16362+200
111-1792-2017	A+152+16362+200
111-1913-4562	A+152+16362+200
111-1928-4977	A+152+16362+200
111-1914-0723	A+152+16362+200
111-1915-7981	A+152+16362+200
111-1916-2046	A+152+16362+200
111-1923-3531	A+152+16362+200
111-1911-6759	A+152+16362+200
111-1927-5449	A+152+16362+200
111-1929-1111	A+152+16362+200
111-1931-0669	A+152+16362+200
111-1939-9510	A+152+16362+200
111-1915-5239	A+152+16362+200
GSRD019123A00_BB0_01	A+152+16362+200
111-1927-4435	A+152+16362+200
111-1922-1286	A+152+16362+200
111-1917-9464	A+152+16362+200
111-1916-7690	A+152+16362+200
KU683393	A+152+16362+200
KU683180	A+152+16362+200
EF153787	A+152+16362+200
EF153795	A+152+16362+200
111-1911-5684	A+152+16362+200
OL632430	A+152+16362+200
111-1937-5194	A+152+16362+200
111-1914-8842	A+152+16362+200
MG273042	A+152+16362+200
111-1913-6313	A+152+16362+200
111-1921-3731	A+152+16362+200
111-1926-4986	A+152+16362+200
111-1946-1361	A+152+16362+200
111-1914-5292	A+152+16362+200
111-1945-6169	A+152+16362+200
111-1917-4803	A+152+16362+200
111-1921-4172	A+152+16362+200
111-1934-2448	A+152+16362+200
MG273094	A+152+16362+200
111-1940-1985	A+152+16362+200
111-1928-1358	A+152+16362+200
111-1923-1636	A+152+16362+200
111-1928-8852	A+152+16362+200
111-1945-2857	A+152+16362+200
111-1910-5814	A+152+16362+200
111-1920-9321	A+152+16362+200
111-1925-6882	A+152+16362+200
111-1939-2689	A+152+16362+200
111-1919-5105	A+152+16362+200
111-1942-1976	A+152+16362+200
111-1927-9584	A+152+16362+200
111-1939-7592	A1
AP010699	A1
SCsq0039	A1
111-1927-8877	A1
111-1868-6086	A1
111-1924-4940	A1
HM569228	A10
111-1895-2099	A10
KU683325	A10
111-1945-5681	A10
MG660641	A10
GU122995	A10
111-1909-6860	A11
111-1912-8219	A11
111-1914-8453	A11
111-1918-1207	A11
111-1927-1175	A11
111-1938-1720	A11
111-1941-0796	A11
111-1945-6626	A11
OL632598	A11
OL632599	A11
KT214092	A11
111-1947-0288	A11
111-1908-5208	A11
111-1920-2834	A11
111-1933-5426	A11
111-1936-5225	A11
111-1936-8516	A11
111-1938-9368	A11
GSRD019252A00_BB0_01	A11
111-1916-5597	A11
111-1933-1329	A11
111-1938-0730	A11
111-1932-6745	A11
111-1935-9330	A11
111-1915-9039	A11
111-1913-2261	A11
111-1915-2948	A11
111-1923-6143	A11
OL632726	A11
OL632981	A11
OL633022	A11
OL633260	A11
111-1915-2696	A11
2BT20220200041	A11
111-1919-1923	A11
111-1922-4973	A11
111-1913-4708	A11
111-1918-1061	A11
111-1909-2602	A11
111-1924-7323	A11
111-1943-6376	A11
111-1936-2439	A11
111-1879-5627	A11
111-1939-0777	A11
111-1935-7022	A11
111-1911-1426	A11
111-1917-5565	A11
KT214096	A11
111-1929-2026	A11
111-1944-3152	A11
111-1927-6729	A11
111-1925-1184	A11
111-1929-4617	A11
111-1919-3859	A11
111-1913-3541	A11
111-1928-1624	A11
YHC06215	A11
YHC02214	A11
YHC03376	A11
YHC04846	A11
YHC03826	A11
